datetime,active_power_MW,reactive_power_MVar,voltage_kV,temperature_C,humidity_pct,solar_irradiance_Wm2,wind_speed_ms
2025-06-01 13:15:00,56.34,24.86,109.69,2.2,57.2,457.8,3.61
2025-06-01 13:30:00,55.26,25.16,109.26,1.8,49.5,447.5,3.61
2025-06-01 13:45:00,59.71,26.74,110.83,3.8,44.1,435.5,3.73
2025-06-01 14:00:00,54.29,24.17,110.08,0.4,43.5,421.9,4.27
2025-06-01 14:15:00,51.95,23.69,109.86,-2.3,52.6,406.7,4.0
2025-06-01 14:30:00,52.72,23.68,112.86,1.3,31.5,390.1,4.0
2025-06-01 14:45:00,52.4,23.47,107.62,-0.5,45.8,372.1,4.0
2025-06-01 15:00:00,55.07,24.44,108.35,2.7,45.2,352.9,4.39
2025-06-01 15:15:00,51.99,23.87,109.2,2.4,45.8,332.6,4.99
2025-06-01 15:30:00,48.01,21.62,109.48,-1.8,51.9,311.3,5.74
2025-06-01 15:45:00,50.24,22.66,112.18,-1.0,36.5,289.1,4.39
2025-06-01 16:00:00,52.83,23.76,109.25,1.6,40.4,266.3,4.75
2025-06-01 16:15:00,50.22,22.97,110.36,-0.8,45.3,243.0,4.75
2025-06-01 16:30:00,51.41,23.35,110.75,1.4,21.3,219.2,4.75
2025-06-01 16:45:00,52.44,23.66,107.03,2.2,50.5,195.3,4.75
2025-06-01 17:00:00,52.97,24.24,109.97,2.8,38.3,171.3,5.27
2025-06-01 17:15:00,55.31,24.86,108.38,3.6,42.7,147.4,5.06
2025-06-01 17:30:00,58.19,26.3,110.73,5.0,33.1,123.9,5.21
2025-06-01 17:45:00,50.45,22.39,110.41,0.5,44.5,100.9,5.06
2025-06-01 18:00:00,56.03,24.8,112.07,4.2,40.7,78.6,5.3
2025-06-01 18:15:00,56.07,25.07,111.06,4.6,46.8,57.4,5.3
2025-06-01 18:30:00,57.98,26.04,111.25,4.7,45.9,37.5,6.3
2025-06-01 18:45:00,57.76,26.22,108.53,5.9,40.7,19.4,6.03
2025-06-01 19:00:00,58.84,26.7,109.31,7.5,55.9,4.2,5.45
2025-06-01 19:15:00,59.61,26.54,109.85,6.9,49.8,0.0,7.86
2025-06-01 19:30:00,56.02,25.49,108.96,3.4,38.7,0.0,5.45
2025-06-01 19:45:00,58.46,26.48,108.14,3.9,42.1,0.0,5.61
2025-06-01 20:00:00,61.4,27.64,110.21,9.7,42.2,0.0,6.4
2025-06-01 20:15:00,61.03,27.06,111.38,6.6,51.8,0.0,7.01
2025-06-01 20:30:00,60.52,26.8,108.59,8.2,40.1,0.0,6.1
2025-06-01 20:45:00,61.35,27.44,107.31,5.2,42.6,0.0,5.5
2025-06-01 21:00:00,62.71,28.3,109.49,11.5,29.1,0.0,5.45
2025-06-01 21:15:00,57.51,25.96,110.79,5.3,41.9,0.0,6.29
2025-06-01 21:30:00,59.06,26.54,108.29,6.5,33.7,0.0,5.45
2025-06-01 21:45:00,60.69,27.47,111.68,9.0,56.9,0.0,5.59
2025-06-01 22:00:00,58.0,26.15,107.37,9.0,49.7,0.0,5.3
2025-06-01 22:15:00,61.17,27.69,110.73,13.2,39.6,0.0,5.3
2025-06-01 22:30:00,57.18,26.08,108.27,7.4,49.4,0.0,5.3
2025-06-01 22:45:00,56.08,25.27,110.73,9.0,50.5,0.0,5.75
2025-06-01 23:00:00,53.52,24.23,109.82,10.9,52.4,0.0,6.19
2025-06-01 23:15:00,54.41,25.08,110.43,13.8,44.9,0.0,5.06
2025-06-01 23:30:00,53.66,24.01,109.32,10.4,48.3,0.0,5.73
2025-06-01 23:45:00,56.29,24.81,109.26,13.7,45.4,0.0,5.06
2025-06-02 00:00:00,57.97,26.59,110.03,14.0,51.9,0.0,5.27
2025-06-02 00:15:00,55.06,24.8,109.19,10.8,53.4,0.0,4.96
2025-06-02 00:30:00,56.76,25.44,110.75,13.9,51.7,0.0,5.52
2025-06-02 00:45:00,54.72,24.22,111.43,11.1,55.8,0.0,5.23
2025-06-02 01:00:00,52.63,23.95,111.19,12.3,44.7,0.0,4.39
2025-06-02 01:15:00,,25.06,108.52,13.7,71.1,0.0,6.32
2025-06-02 01:30:00,53.6,23.78,111.94,13.1,41.6,0.0,4.64
2025-06-02 01:45:00,54.32,24.68,108.51,13.4,51.5,0.0,5.4
2025-06-02 01:45:00,54.32,24.68,108.51,13.4,51.5,0.0,5.4
2025-06-02 02:00:00,51.12,23.1,110.18,14.1,53.2,0.0,4.0
2025-06-02 02:15:00,53.25,24.08,108.27,15.5,60.4,0.0,4.0
2025-06-02 02:30:00,53.84,24.56,110.13,16.2,58.7,0.0,4.0
2025-06-02 02:45:00,53.33,24.48,107.95,14.2,49.8,0.0,4.49
2025-06-02 03:00:00,49.14,21.78,109.38,13.3,49.4,0.0,4.26
2025-06-02 03:15:00,50.87,23.18,108.16,11.8,70.4,0.0,3.61
2025-06-02 03:30:00,50.86,22.69,110.22,14.2,49.3,0.0,5.33
2025-06-02 03:45:00,52.56,23.43,108.87,17.2,63.5,0.0,3.91
2025-06-02 04:00:00,48.82,22.04,109.5,12.4,62.5,0.0,3.25
2025-06-02 04:15:00,50.98,22.89,110.03,14.3,63.2,0.0,3.39
2025-06-02 04:30:00,48.69,21.5,109.98,11.1,63.0,0.0,3.25
2025-06-02 04:45:00,49.9,22.71,109.34,14.3,60.7,0.0,4.04
2025-06-02 05:00:00,50.72,22.65,110.14,13.4,71.3,3.6,2.94
2025-06-02 05:15:00,49.64,22.35,108.25,11.3,59.0,15.5,5.31
2025-06-02 05:30:00,49.7,22.12,111.1,11.3,69.6,29.6,2.94
2025-06-02 05:45:00,53.55,24.27,110.64,14.6,39.0,45.1,2.94
2025-06-02 06:00:00,53.6,24.12,110.47,12.7,59.5,61.6,2.99
2025-06-02 06:15:00,54.24,24.65,112.77,13.7,70.0,78.9,2.72
2025-06-02 06:30:00,50.4,22.96,109.03,9.6,59.2,96.8,2.7
2025-06-02 06:45:00,53.32,23.62,111.27,13.5,71.4,115.0,2.7
2025-06-02 07:00:00,56.46,25.66,109.65,13.2,72.8,133.6,5.31
2025-06-02 07:15:00,56.53,25.59,109.39,12.7,62.0,152.2,2.66
2025-06-02 07:30:00,49.52,22.09,110.52,3.2,50.4,170.9,2.55
2025-06-02 07:45:00,53.58,24.4,108.75,8.8,52.2,189.3,3.91
2025-06-02 08:00:00,64.37,29.0,111.37,9.5,68.1,207.5,3.42
2025-06-02 08:15:00,60.71,27.18,109.82,5.4,49.1,225.2,3.85
2025-06-02 08:30:00,56.92,25.31,109.08,4.7,61.1,242.4,2.5
2025-06-02 08:45:00,61.93,28.06,110.8,8.9,67.1,259.0,2.5
2025-06-02 09:00:00,,28.99,109.3,6.2,40.8,274.8,2.55
2025-06-02 09:15:00,63.36,28.32,111.43,4.8,55.9,289.7,2.9
2025-06-02 09:30:00,65.54,29.46,108.11,6.8,60.4,303.7,3.23
2025-06-02 09:45:00,59.73,26.7,109.58,3.2,41.9,316.6,4.09
2025-06-02 10:00:00,61.68,28.26,111.76,1.7,57.6,328.4,3.39
2025-06-02 10:15:00,60.75,27.29,109.2,-0.4,54.3,339.0,2.7
2025-06-02 10:30:00,65.0,29.4,109.33,2.9,54.4,348.3,2.7
2025-06-02 10:45:00,62.98,28.23,111.47,3.3,52.6,356.2,2.7
2025-06-02 11:00:00,63.67,28.92,110.82,3.5,54.5,362.8,3.1
2025-06-02 11:15:00,69.44,31.28,111.41,5.0,47.6,368.0,4.15
2025-06-02 11:30:00,66.49,29.9,108.08,4.4,52.8,371.7,2.94
2025-06-02 11:45:00,66.86,30.76,112.31,3.4,62.7,374.0,2.94
2025-06-02 12:00:00,59.3,26.42,110.98,-1.7,44.0,374.7,3.25
2025-06-02 12:15:00,64.87,29.71,111.82,2.4,56.5,374.0,3.25
2025-06-02 12:30:00,67.3,30.76,110.37,5.7,44.1,371.7,3.25
2025-06-02 12:45:00,59.78,26.99,113.3,2.2,37.3,368.0,3.25
2025-06-02 13:00:00,62.75,28.93,111.44,1.1,66.6,362.8,3.61
2025-06-02 13:15:00,62.54,28.02,109.47,3.3,41.7,356.2,3.61
2025-06-02 13:30:00,61.28,27.67,110.09,2.3,54.3,348.3,3.61
2025-06-02 13:45:00,61.29,27.93,110.44,1.9,46.8,339.0,3.61
2025-06-02 14:00:00,60.12,26.91,112.39,0.4,43.4,328.4,4.0
2025-06-02 14:15:00,51.08,22.69,108.83,-4.9,48.6,316.6,4.0
2025-06-02 14:30:00,61.22,28.02,111.66,2.0,48.8,303.7,4.0
2025-06-02 14:45:00,62.92,28.57,109.53,3.3,39.0,289.7,4.0
2025-06-02 15:00:00,62.2,28.39,111.26,3.3,50.3,274.8,4.39
2025-06-02 15:15:00,,27.11,109.82,3.9,27.4,259.0,4.39
2025-06-02 15:30:00,55.72,25.1,106.54,0.2,44.0,242.4,4.39
2025-06-02 15:45:00,54.85,24.5,107.4,-0.6,37.6,225.2,4.73
2025-06-02 16:00:00,60.11,26.54,109.7,2.9,43.7,207.5,4.75
2025-06-02 16:15:00,59.92,26.99,109.89,4.6,59.5,189.3,4.99
2025-06-02 16:30:00,61.21,27.75,109.1,3.6,63.1,170.9,5.58
2025-06-02 16:45:00,57.51,26.03,111.38,3.2,51.1,152.2,5.73
2025-06-02 17:00:00,62.63,28.4,109.82,4.2,49.9,133.6,5.06
2025-06-02 17:15:00,62.82,28.38,108.25,4.6,39.8,115.0,5.06
2025-06-02 17:30:00,60.79,27.71,108.64,4.0,45.2,96.8,5.06
2025-06-02 17:45:00,63.15,28.76,109.83,6.8,45.9,78.9,6.55
2025-06-02 18:00:00,58.17,25.86,109.35,1.3,47.0,61.6,6.62
2025-06-02 18:15:00,65.8,29.55,108.57,7.5,56.8,45.1,5.3
2025-06-02 18:30:00,63.15,28.27,108.49,5.0,39.0,29.6,6.41
2025-06-02 18:45:00,62.19,28.17,108.93,2.9,27.5,15.5,5.59
2025-06-02 19:00:00,61.68,27.63,109.74,3.3,37.6,3.6,5.45
2025-06-02 19:15:00,67.07,30.94,109.89,7.9,44.0,0.0,5.88
2025-06-02 19:30:00,64.07,28.77,109.24,2.7,21.3,0.0,5.45
2025-06-02 19:45:00,66.16,30.68,111.63,7.6,33.7,0.0,6.56
2025-06-02 20:00:00,69.11,31.45,108.95,7.2,43.8,0.0,6.2
2025-06-02 20:15:00,,26.98,110.51,1.4,37.4,0.0,5.5
2025-06-02 20:30:00,65.55,29.07,110.71,5.7,43.7,0.0,7.63
2025-06-02 20:45:00,64.71,29.03,108.55,3.7,41.0,0.0,6.19
2025-06-02 21:00:00,69.75,31.54,111.67,9.3,45.6,0.0,5.45
2025-06-02 21:15:00,69.02,31.07,108.71,8.3,54.3,0.0,5.45
2025-06-02 21:30:00,67.62,30.39,111.39,9.8,51.4,0.0,5.55
2025-06-02 21:45:00,70.25,31.77,111.57,11.1,44.2,0.0,6.42
2025-06-02 22:00:00,98.865,29.82,109.46,11.3,53.0,0.0,5.3
2025-06-02 22:15:00,67.58,30.02,108.34,11.8,46.3,0.0,5.3
2025-06-02 22:30:00,64.51,29.16,109.52,10.8,49.2,0.0,5.3
2025-06-02 22:45:00,63.58,28.41,107.83,7.7,52.7,0.0,5.7
2025-06-02 23:00:00,59.58,26.93,111.02,12.6,49.3,0.0,6.53
2025-06-02 23:15:00,59.25,26.89,110.86,11.7,49.2,0.0,5.06
2025-06-02 23:30:00,58.23,25.81,109.2,10.1,46.2,0.0,5.22
2025-06-02 23:45:00,60.18,27.59,111.92,12.3,59.5,0.0,5.06
2025-06-03 00:00:00,58.79,26.43,110.22,14.6,56.6,0.0,5.89
2025-06-03 00:15:00,53.93,24.14,109.04,11.7,54.7,0.0,4.75
2025-06-03 00:30:00,57.2,25.83,108.3,15.1,54.9,0.0,4.75
2025-06-03 00:45:00,57.8,26.19,109.14,18.4,42.4,0.0,4.75
2025-06-03 01:00:00,54.57,24.23,109.26,13.6,59.3,0.0,4.95
2025-06-03 01:15:00,52.18,23.68,111.51,11.0,71.3,0.0,5.04
2025-06-03 01:30:00,55.41,24.55,111.13,15.4,59.2,0.0,4.39
2025-06-03 01:45:00,52.33,23.81,111.46,10.0,61.8,0.0,4.39
2025-06-03 02:00:00,52.09,23.08,109.84,11.9,59.9,0.0,4.38
2025-06-03 02:15:00,53.43,24.18,109.79,13.7,57.6,0.0,5.05
2025-06-03 02:30:00,53.89,24.15,109.67,14.3,58.2,0.0,4.0
2025-06-03 02:45:00,53.48,23.67,110.62,15.9,64.5,0.0,4.71
2025-06-03 03:00:00,50.2,22.41,111.34,11.9,59.1,0.0,3.61
2025-06-03 03:15:00,48.23,21.49,110.36,10.7,68.7,0.0,3.68
2025-06-03 03:30:00,51.02,23.51,112.69,10.7,60.1,0.0,3.98
2025-06-03 03:45:00,50.35,21.96,108.68,13.5,58.5,0.0,3.61
2025-06-03 04:00:00,49.78,22.27,110.04,12.5,68.7,0.0,3.25
2025-06-03 04:15:00,50.03,21.9,109.6,14.0,61.8,0.0,3.37
2025-06-03 04:30:00,48.95,21.69,111.88,12.2,71.8,0.0,3.25
2025-06-03 04:45:00,52.54,23.63,109.3,15.0,62.7,0.0,3.99
2025-06-03 05:00:00,49.57,22.07,109.44,12.1,60.8,6.4,2.94
2025-06-03 05:15:00,49.04,21.76,108.09,10.1,65.2,26.3,2.94
2025-06-03 05:30:00,47.82,21.86,108.51,9.6,65.2,49.8,3.71
2025-06-03 05:45:00,51.5,22.7,109.85,12.6,65.1,75.5,2.94
2025-06-03 06:00:00,49.47,22.25,110.29,7.8,70.5,103.0,2.7
2025-06-03 06:15:00,55.52,24.74,108.85,13.5,61.2,131.7,2.7
2025-06-03 06:30:00,52.21,23.27,112.66,11.4,71.2,161.4,3.09
2025-06-03 06:45:00,49.59,22.38,109.3,8.9,54.2,191.8,2.9
2025-06-03 07:00:00,50.0,22.85,110.72,3.2,63.7,222.6,2.55
2025-06-03 07:15:00,57.12,25.53,108.97,11.1,62.0,253.6,2.55
2025-06-03 07:30:00,53.99,24.28,107.26,7.6,61.6,284.5,2.83
2025-06-03 07:45:00,56.23,24.94,110.68,8.6,51.3,315.2,2.55
2025-06-03 08:00:00,61.38,27.63,107.61,9.4,76.6,345.3,2.5
2025-06-03 08:15:00,59.45,27.01,109.6,6.7,76.1,374.8,2.5
2025-06-03 08:30:00,64.32,29.08,109.3,9.0,56.3,403.3,2.5
2025-06-03 08:45:00,61.46,28.18,107.25,6.3,67.6,430.8,2.68
2025-06-03 09:00:00,67.59,30.43,110.24,7.1,59.6,457.0,2.55
2025-06-03 09:15:00,63.75,28.37,109.61,5.9,63.5,481.8,2.55
2025-06-03 09:30:00,64.42,29.04,110.4,4.7,42.7,505.0,2.55
2025-06-03 09:45:00,66.12,29.96,109.91,6.0,37.4,526.5,2.55
2025-06-03 10:00:00,65.0,29.39,110.07,2.5,40.1,546.0,4.58
2025-06-03 10:15:00,64.46,28.98,108.31,5.1,48.2,563.6,4.64
2025-06-03 10:30:00,67.88,30.71,108.57,7.4,40.9,579.1,3.7
2025-06-03 10:45:00,71.55,32.33,108.87,9.0,61.8,592.3,2.7
2025-06-03 11:00:00,64.51,28.43,110.35,3.5,67.5,603.3,2.94
2025-06-03 11:15:00,63.82,28.77,110.92,0.6,49.0,611.9,2.94
2025-06-03 11:30:00,67.35,29.82,111.71,4.8,59.4,618.1,2.94
2025-06-03 11:45:00,65.21,29.88,110.72,2.9,50.0,621.8,4.39
2025-06-03 12:00:00,65.97,29.49,112.19,2.8,58.4,623.0,3.51
2025-06-03 12:15:00,67.46,30.58,108.5,3.4,50.1,621.8,3.25
2025-06-03 12:30:00,62.11,27.76,111.29,0.5,55.8,618.1,3.25
2025-06-03 12:45:00,63.72,28.64,110.36,2.4,66.8,611.9,3.25
2025-06-03 13:00:00,62.95,27.98,107.94,1.2,64.3,603.3,3.61
2025-06-03 13:15:00,63.85,28.73,110.93,3.2,40.1,592.3,4.44
2025-06-03 13:30:00,65.04,29.32,109.32,3.9,54.8,579.1,4.28
2025-06-03 13:45:00,57.14,26.06,111.06,-3.2,46.2,563.6,3.61
2025-06-03 14:00:00,60.68,27.09,108.79,1.1,50.9,546.0,5.15
2025-06-03 14:15:00,64.21,28.72,111.06,4.0,37.3,526.5,4.15
2025-06-03 14:30:00,55.79,24.85,111.3,-1.1,45.9,505.0,4.92
2025-06-03 14:45:00,61.86,27.99,109.87,1.3,52.4,481.8,4.0
2025-06-03 15:00:00,59.95,26.54,109.33,1.9,40.2,457.0,6.26
2025-06-03 15:15:00,62.5,27.68,109.28,3.7,51.3,430.8,5.32
2025-06-03 15:30:00,61.08,27.86,110.94,2.9,42.1,403.3,4.39
2025-06-03 15:45:00,59.61,27.27,108.64,2.2,51.0,374.8,4.39
2025-06-03 16:00:00,56.8,25.99,111.89,0.9,48.3,345.3,6.17
2025-06-03 16:15:00,60.51,26.72,110.66,4.3,33.0,315.2,4.75
2025-06-03 16:30:00,57.98,25.78,112.05,1.4,38.7,284.5,4.75
2025-06-03 16:45:00,57.3,25.23,110.61,1.1,54.5,253.6,6.05
2025-06-03 17:00:00,85.875,25.39,110.9,0.2,38.6,222.6,6.79
2025-06-03 17:15:00,57.1,25.78,110.96,1.5,47.6,191.8,5.24
2025-06-03 17:30:00,60.89,27.3,111.17,5.2,32.9,161.4,5.32
2025-06-03 17:45:00,58.51,26.58,110.12,2.9,47.6,131.7,5.06
2025-06-03 18:00:00,62.71,28.8,109.67,3.6,44.3,103.0,5.3
2025-06-03 18:15:00,65.86,30.02,107.61,6.7,28.6,75.5,6.59
2025-06-03 18:30:00,61.55,27.26,111.58,3.9,37.9,49.8,6.86
2025-06-03 18:45:00,62.61,28.04,110.42,5.6,50.3,26.3,6.09
2025-06-03 19:00:00,62.6,28.21,107.64,4.8,45.2,6.4,5.45
2025-06-03 19:15:00,68.96,30.74,108.31,8.0,29.5,0.0,5.45
2025-06-03 19:30:00,68.23,30.99,107.73,7.7,54.3,0.0,5.69
2025-06-03 19:45:00,63.63,27.99,112.75,3.2,52.2,0.0,7.31
2025-06-03 20:00:00,64.78,28.96,109.04,5.0,50.1,0.0,5.57
2025-06-03 20:15:00,69.88,31.43,112.95,7.5,46.1,0.0,5.5
2025-06-03 20:30:00,67.46,30.17,113.2,9.7,60.5,0.0,5.5
2025-06-03 20:45:00,70.03,31.34,110.89,10.3,41.4,0.0,6.83
2025-06-03 21:00:00,68.29,30.87,110.99,12.9,32.0,0.0,5.45
2025-06-03 21:15:00,69.01,31.14,109.11,10.6,46.5,0.0,6.06
2025-06-03 21:30:00,68.81,30.42,110.4,9.5,44.1,0.0,5.45
2025-06-03 21:45:00,69.14,31.1,110.27,9.3,49.5,0.0,5.45
2025-06-03 22:00:00,65.17,29.32,112.18,9.6,54.8,0.0,5.73
2025-06-03 22:15:00,63.28,27.96,109.35,10.9,50.3,0.0,5.33
2025-06-03 22:30:00,64.41,28.91,109.81,11.9,48.4,0.0,6.13
2025-06-03 22:45:00,65.69,29.96,110.69,10.3,47.7,0.0,5.3
2025-06-03 23:00:00,58.09,26.23,110.36,9.8,56.6,0.0,5.83
2025-06-03 23:15:00,57.78,25.69,108.93,9.5,53.6,0.0,5.06
2025-06-03 23:30:00,58.45,26.0,111.03,10.6,51.8,0.0,5.06
2025-06-03 23:45:00,61.77,28.68,109.19,14.2,49.3,0.0,5.14
2025-06-04 00:00:00,54.38,24.95,107.65,11.2,59.2,0.0,4.75
2025-06-04 00:15:00,54.88,24.6,109.5,12.1,54.3,0.0,5.72
2025-06-04 00:30:00,57.33,26.4,109.11,15.2,61.0,0.0,4.75
2025-06-04 00:45:00,53.66,24.8,110.37,8.9,35.7,0.0,4.75
2025-06-04 01:00:00,53.13,23.86,107.7,12.9,49.2,0.0,4.85
2025-06-04 01:15:00,52.07,23.15,111.8,9.8,44.5,0.0,4.39
2025-06-04 01:30:00,51.52,23.14,108.62,10.2,43.8,0.0,4.86
2025-06-04 01:45:00,54.34,24.35,111.51,13.2,59.2,0.0,4.39
2025-06-04 02:00:00,54.01,24.31,107.61,15.0,56.7,0.0,6.54
2025-06-04 02:15:00,54.04,24.16,110.08,11.0,56.5,0.0,4.34
2025-06-04 02:30:00,53.35,23.58,109.05,15.0,55.4,0.0,4.0
2025-06-04 02:45:00,53.98,24.5,112.43,13.8,51.7,0.0,5.14
2025-06-04 03:00:00,51.92,23.37,112.17,11.3,52.4,0.0,4.07
2025-06-04 03:15:00,50.47,22.55,108.79,13.1,52.2,0.0,5.1
2025-06-04 03:30:00,50.78,22.69,111.13,11.6,63.7,0.0,3.61
2025-06-04 03:45:00,52.55,23.65,111.12,16.8,46.2,0.0,4.62
2025-06-04 04:00:00,49.09,22.16,108.69,10.9,61.7,0.0,4.06
2025-06-04 04:15:00,50.46,22.99,113.57,11.5,55.7,0.0,3.25
2025-06-04 04:30:00,46.8,20.93,109.42,9.5,60.1,0.0,3.25
2025-06-04 04:45:00,48.38,21.89,109.67,10.1,64.8,0.0,3.25
2025-06-04 05:00:00,51.12,22.47,111.72,12.5,51.9,3.4,3.04
2025-06-04 05:15:00,50.64,22.93,108.83,13.3,53.6,13.3,3.09
2025-06-04 05:30:00,49.69,22.52,112.72,12.8,56.8,25.0,2.94
2025-06-04 05:45:00,50.07,22.84,113.11,9.9,55.9,37.8,4.86
2025-06-04 06:00:00,54.7,24.51,109.67,12.7,59.0,51.4,2.7
2025-06-04 06:15:00,50.99,23.01,111.45,7.5,68.3,65.7,2.86
2025-06-04 06:30:00,53.69,23.77,109.21,10.4,55.0,80.5,2.7
2025-06-04 06:45:00,51.52,23.25,110.64,10.3,60.3,95.6,3.27
2025-06-04 07:00:00,54.77,25.09,109.87,9.1,56.2,110.8,2.55
2025-06-04 07:15:00,58.83,26.81,108.19,13.0,60.8,126.2,2.88
2025-06-04 07:30:00,54.21,24.66,111.45,8.6,59.9,141.6,2.55
2025-06-04 07:45:00,58.04,26.55,109.1,10.7,66.7,156.8,3.36
2025-06-04 08:00:00,62.21,27.59,111.01,7.5,57.9,171.7,3.49
2025-06-04 08:15:00,57.87,25.88,109.76,6.3,72.3,186.3,2.5
2025-06-04 08:30:00,64.21,28.79,109.73,9.5,51.1,200.5,2.5
2025-06-04 08:45:00,63.67,28.69,107.28,9.0,49.5,214.1,2.5
2025-06-04 09:00:00,61.97,28.2,109.84,3.6,63.8,227.2,2.93
2025-06-04 09:15:00,65.24,30.02,109.45,5.0,68.7,239.4,2.73
2025-06-04 09:30:00,63.5,28.21,110.04,7.0,52.3,251.0,3.9
2025-06-04 09:45:00,70.31,32.32,111.86,11.4,47.3,261.6,2.55
2025-06-04 10:00:00,65.22,29.88,109.21,3.6,59.8,271.3,2.7
2025-06-04 10:15:00,67.79,30.57,110.53,4.5,61.2,280.0,2.7
2025-06-04 10:30:00,63.69,29.17,108.92,3.5,66.1,287.7,3.04
2025-06-04 10:45:00,65.71,29.43,110.74,5.4,57.4,294.3,2.7
2025-06-04 11:00:00,62.69,27.98,108.39,2.1,58.1,299.7,4.05
2025-06-04 11:15:00,67.46,30.32,112.01,5.0,55.0,304.0,2.94
2025-06-04 11:30:00,63.84,29.3,108.99,2.9,60.8,307.0,3.07
2025-06-04 11:45:00,68.2,30.53,108.81,5.8,52.2,308.9,3.2
2025-06-04 12:00:00,64.53,29.29,111.46,3.5,44.8,309.5,3.25
